宣传标语,楼盘链接,面积|m2,房型,楼盘描述,均价|元/m2,总价|万
出售上上城六期豪装两居室74平220万满两年,http://beijing.anjuke.com/prop/view/A771989382,74,2室1厅,福城六期  [周边-燕郊 河市燕昌路与海油大街交汇处],29729,74
观唐宽宅大院，房本539平，花园一亩地，回廊，水系,http://beijing.anjuke.com/prop/view/A769555952,380,6室3厅,观唐  [朝阳-来广营 观唐东路1号],86842,380
美树假日嘉园 1+2下叠 带花园 随时看房,http://beijing.anjuke.com/prop/view/A761643221,186,3室2厅,美树假日嘉园  [昌平-北七家 七北路],45797,186
新上和平家园四居 诚心出售 三面带窗采光好,http://beijing.anjuke.com/prop/view/A777546073,104,4室1厅,和平里八区  [东城-和平里 和平街],86538,104
正源尚峰尚水  住宅两居室 2室2厅 随时看房 东西通透,http://beijing.anjuke.com/prop/view/A767922497,92,2室1厅,尚峰尚水  [海淀-温泉 白家疃路],76086,92
保利c区 精装修 采光好  南北通透  无税房 价格合适,http://beijing.anjuke.com/prop/view/A759516784,90,2室2厅,保利花园(南区)  [密云-少年宫 阳光街],29418,90
西山壹号院 高品质生活 小三居 精装修 观景房 带车位 诚售,http://beijing.anjuke.com/prop/view/A778919643,181,3室2厅,西山壹号院  [海淀-马连洼 圆明园西路],115913,181
3小3中，准现房，又电梯，可贷款，随时交房,http://beijing.anjuke.com/prop/view/A778008320,94,2室2厅,西源里  [密云-鼓楼 新中街],31489,94
学区房+河景房 次顶层南向两居78平199万 低首付80万！,http://beijing.anjuke.com/prop/view/A765150916,78,2室2厅,潮白河孔雀城  [周边-燕郊 潮白河畔东岸，距国贸30公里],25512,78
想花便宜的价钱在（地铁站附近有套自己的房子么）那就联系我吧,http://beijing.anjuke.com/prop/view/A761532912,41,1室1厅,首尔·甜城  [周边-燕郊 燕顺路东侧],35365,41
业主在京，稳定签约 大望路 西向样板一居室 高原值省税,http://beijing.anjuke.com/prop/view/A781751111,81,1室1厅,华贸公寓  [朝阳-国贸 西大望路6号],106739,81
燕京航城 南北通透 地暖 三居 89平260万 可按揭,http://beijing.anjuke.com/prop/view/A781955222,89,3室2厅,燕京航城  [周边-燕郊 神威北路与燕灵路交接处],29213,89
日坛国际公寓！！！东南三居室  户型方正 保养良好,http://beijing.anjuke.com/prop/view/A773793020,148,3室2厅,日坛国际公寓  [朝阳-朝阳门外 日坛北路17号院2号楼],115129,148
玉泉路南 青塔春园2居  东南向 满五年商品房,http://beijing.anjuke.com/prop/view/A772374563,66,2室1厅,青塔春园  [丰台-青塔 玉泉路],63333,66
出售燕郊 潮白人家楼房 中间楼层 精装修 交通便利 南北通透,http://beijing.anjuke.com/prop/view/A772383495,94,2室2厅,潮白人家  [周边-燕郊 102国道北侧400米],28723,94
房源，真实有效急售五期精装修，学区房，免税，随时看房！,http://beijing.anjuke.com/prop/view/A769105724,70,2室1厅,福城五期  [周边-燕郊 燕郊行宫东大街],28000,70
万科物业，东西通透两居+满五年一套+送阳台+送车位+紧邻地铁,http://beijing.anjuke.com/prop/view/A772143343,91,2室2厅,沿海赛洛城  [朝阳-百子湾 广渠东路33号],73626,91
"强推：15号大面宽大花园户型,精装修750万送家具家电",http://beijing.anjuke.com/prop/view/A764775648,153,4室2厅,王府花园  [昌平-北七家 王府街10号],49019,153
长城脚下独门独院的平层别墅乡村风情 空气清新 风景优美,http://beijing.anjuke.com/prop/view/A775281882,134,3室2厅,长城脚下饮马川  [密云-密云 密云县古北水镇北行800米东关路108号],36940,134
中华家园 荣宁园 品质社区 3室2卫 中心位置 景观房,http://beijing.anjuke.com/prop/view/A774919506,170,3室2厅,荣宁园  [宣武-大观园 广安门南街60号],110798,170
珍惜委托 清河附近精装修一居室 看房方便 交通便利 价格好谈,http://beijing.anjuke.com/prop/view/A770179560,63,1室1厅,强佑清河新城优馆  [海淀-清河 清河二街],84126,63
大栅栏西街平房16平米200万急售，腾退范围内！,http://beijing.anjuke.com/prop/view/A778967207,16,1室1厅,大栅栏西街  [宣武-大栅栏 大栅栏西街],125000,16
2017好房到！安贞西里二区 中楼层南北通透 510万售！,http://beijing.anjuke.com/prop/view/A769034191,57,2室1厅,安贞西里二区  [朝阳-安贞 北辰路],87543,57
朗琴园南北直线通透三居室，交通便利，视野开阔,http://beijing.anjuke.com/prop/view/A770602459,159,3室2厅,朗琴园  [宣武-广安门 手帕口南街甲1号],112232,159
3号线 10号线 工体 三里屯soho 高层一居 少税房 诚,http://beijing.anjuke.com/prop/view/A781983132,108,1室1厅,三里屯SOHO  [朝阳-三里屯 工人体育场8号院],76388,108
富力城D区，全北向一居，业主挂牌诚意出售，满五年对花园,http://beijing.anjuke.com/prop/view/A778238019,70,1室1厅,富力城D区  [朝阳-双井 广渠门外大街],100484,70
学府花园   精装修   重点学区房,http://beijing.anjuke.com/prop/view/A759088309,89,2室2厅,学府花园  [密云-密云果园 兴云路26号],25842,89
（中.原）南向两居 两梯四户 装修好 稳定签约,http://beijing.anjuke.com/prop/view/A775772730,89,2室2厅,橡树湾红橡庭院  [海淀-清河 清河中街],112956,89
富力新城 联排别墅 一城一清净 一墅一繁华,http://beijing.anjuke.com/prop/view/A776211926,211,5室2厅,富力新城  [周边-香河 香河京哈高速（G1）香河出口沿大香线向北一公里],21327,211
润泽公馆南向两居  精装  环境优美  交通方便  诚意出售,http://beijing.anjuke.com/prop/view/A745017853,88,2室1厅,润泽公馆  [朝阳-北苑 水岸南街，近北苑东路],88636,88
面宽大层高高！独梯独户！新城矮楼大平层共10户！中西双厨精装,http://beijing.anjuke.com/prop/view/A782050488,426,3室3厅,新城国际公寓二期雯园  [朝阳-国贸 金桐东路],103286,426
麦卡伦地 户型：5室3厅1厨3卫3阳台，看房方便视野开阔！,http://beijing.anjuke.com/prop/view/A775470366,451,5室3厅,麦卡伦地  [昌平-北七家 立汤路38号],33259,451
东湖湾三期楼.王三居/高层双卧客厅朝南/临河安静不临街/拎包,http://beijing.anjuke.com/prop/view/A781278965,180,3室2厅,东湖湾一期  [朝阳-望京 望京西路],116666,180
阳洲鑫园中间2层，南北两居室，满五税少，采光好，视野开阔,http://beijing.anjuke.com/prop/view/A774330188,93,2室2厅,阳洲鑫园  [顺义-杨镇 中干渠路],29569,93
六铺炕三区 3居 诚意出售 德胜片区,http://beijing.anjuke.com/prop/view/A775070808,76,3室1厅,六铺炕三区  [西城-六铺炕 六铺炕二巷],147905,76
象屿一手花园洋房 莘闵核心地段 精装小三房 空调带地暖,http://shanghai.anjuke.com/prop/view/A782164674,92,3室2厅,象屿上海年华  [松江- 陈春公路701号],35869,92
贝尚湾一期别墅 豪华装修 业主自住 保养好 交通便利,http://shanghai.anjuke.com/prop/view/A762255883,237,4室2厅,贝尚湾  [松江-九亭 沪亭北路282号],56962,237
虹桥商务核心区墅区!双面临河大独栋!花园2亩17号线地铁口!,http://shanghai.anjuke.com/prop/view/A773644759,468,6室3厅,大豪山林别墅  [青浦-徐泾 盈港东路2588弄],44871,468
上海产权 精装修 经典住宅免税房源，可落户可上学 无抵押,http://shanghai.anjuke.com/prop/view/A782136867,78,2室1厅,亭升苑  [金山-亭林 亭升路88弄],9743,78
7号线地铁旁豪装两房 送60平地下室30平花园 豪装全送！,http://shanghai.anjuke.com/prop/view/A774284753,88,2室2厅,美兰湖中华园铂境  [宝山-罗店 抚远路1288弄],48863,88
仁恒公寓双学取地铁边精装朝南大3房满5带车位,http://shanghai.anjuke.com/prop/view/A760005161,144,3室2厅,仁恒公寓  [浦东-陆家嘴 钦殿街58号],79861,144
大湾名苑 花园景观位置 2楼装修全送 2012年新房只此一套,http://shanghai.anjuke.com/prop/view/A778088439,59,1室1厅,大湾名苑  [浦东-唐镇 川沙路2015弄],38148,59
好房：仁恒三期地暖四房，带100平精致花园，照片原房实拍,http://shanghai.anjuke.com/prop/view/A782031562,227,4室2厅,仁恒河滨城一期  [浦东-联洋 丁香路1599弄],103524,227
低于市场价30万  门口就是地铁6、7号线 20万精装修全送,http://shanghai.anjuke.com/prop/view/A775040798,44,1室1厅,齐一小区  [浦东-南码头 东明路383弄],51136,44
新！路易凯旋宫：皇冠座 高区3+1全明户型 豪华装修 急抛,http://shanghai.anjuke.com/prop/view/A782155442,179,3室2厅,路易凯旋宫  [长宁-中山公园 武夷路551号],78212,179
包租，保底6个点，嘉定南翔核心商铺，双地铁，小面积商铺,http://shanghai.anjuke.com/prop/view/A782234371,40,1室1厅,钰丰商都  [松江-莘闵 莘松路1288弄],50000,40
紫祥小区内环内91年新公房 紧靠大宁国际 大悦城 学区地铁房,http://shanghai.anjuke.com/prop/view/A764150682,40,2室,紫祥小区  [闸北-新客站 芷江西路],56014,40
清水苑，户型正气，南北通透，超低总价，精装修，拎包入住，全明,http://shanghai.anjuke.com/prop/view/A782211664,70,2室1厅,金桥湾清水苑  [浦东-金桥 台儿庄路363弄],55397,70
新月丽苑 学区房 地铁房 配套设施齐全 次新房精装错层,http://shanghai.anjuke.com/prop/view/A762383540,98,2室2厅,新月丽苑  [宝山-月浦 绥化路201弄1-46号],41326,98
送20平入户花园 景观满两年 有车位保养好 仁恒森兰雅苑1期,http://shanghai.anjuke.com/prop/view/A761428131,151,3室2厅,仁恒森兰雅苑  [浦东-高行 兰谷路2188弄],76158,151
急售房源+小区央座+9号线沿线+居家装修+税费少+随时看,http://shanghai.anjuke.com/prop/view/A782139860,44,1室1厅,金杨新村九街坊  [浦东-金杨 金杨路785弄],54090,44
地铁房 位置央座9楼 满五为一 送产权车位,http://shanghai.anjuke.com/prop/view/A774782522,117,3室2厅,春江花悦园  [浦东-金桥 金高路988弄],59962,117
九城湖滨+户型方正+采光独好+配套齐全+拎包入住+价格可谈,http://shanghai.anjuke.com/prop/view/A781357525,89,2室2厅,九城湖滨  [松江-九亭 沪亭北路618弄],45505,89
全权委托！当中位置一梯两户板式南北户型！有钥匙随时看房！,http://shanghai.anjuke.com/prop/view/A765905953,102,3室2厅,锦绣华都  [浦东-御桥 御衡路68弄],55882,102
陕西南路底楼新里， 独用，一门关， 对口学区房。 送豪华装修,http://shanghai.anjuke.com/prop/view/A774178714,22,1室1厅,陕西南路271弄  [卢湾-复兴公园 陕西南路271弄],166818,22
紫晶南苑 真实图片 南北通透 客厅东窗 明厨明卫 宜家装修,http://shanghai.anjuke.com/prop/view/A778337210,98,2室2厅,紫晶南园  [闵行-吴泾 广南路666弄],40733,98
外享城市璀璨精华：正踞嘉兴南湖国际商务区核心位置,http://shanghai.anjuke.com/prop/view/A773814295,85,3室2厅,"祥生玖熙花苑  [上海周边-嘉兴 新气象路,近槜李路]",10588,85
主楼景观大三房，满五送车位，张阿姨置换急售，来电即看，拎包住,http://shanghai.anjuke.com/prop/view/A781327044,138,3室2厅,中星海上景庭  [浦东-洋泾 张杨路1811弄],71014,138
不欺骗！毛坯租客住 电梯高层 地铁口 置换急售房,http://shanghai.anjuke.com/prop/view/A778713402,99,3室2厅,浦江东旭公寓  [浦东-金桥 东靖路669弄1-109号],50337,99
虹浦新城 采光无敌 中间楼层 价格低 地铁口 有爱有家,http://shanghai.anjuke.com/prop/view/A774177047,74,2室2厅,虹浦新城  [闵行-浦江 浦涛路505弄],38378,74
高区全南，视野无遮挡，对口徽三小，自住居家，全明格局,http://shanghai.anjuke.com/prop/view/A777324377,100,2室2厅,明日星城二期  [黄浦-豫园 中华路868弄],85000,100
新挂牌，婚房精装，对口适存，满五年税费低，业主置换浦东仁恒,http://shanghai.anjuke.com/prop/view/A771118130,82,3室2厅,瑞冬小区  [长宁-北新泾 剑河路409弄],57926,82
绿地金山老街，精装修，成熟小区，总价低，诚心出售，随时看房！,http://shanghai.anjuke.com/prop/view/A780133190,89,2室2厅,绿地金山老街  [金山-石化 西静路1429弄],16741,89
紧邻上海西站 小区景观位置 满五年税少  业主置换诚售,http://shanghai.anjuke.com/prop/view/A771344966,99,2室2厅,上海家园  [普陀-真如 金鼎路298弄],52525,99
不限购丨杭州湾世纪城丨现房销售丨总价110丨自带商业+游乐园,http://shanghai.anjuke.com/prop/view/A782089510,135,3室2厅,蓝堡公馆  [金山-金山新城 龙胜东路828弄],8148,135
诚意出售 *全南一房 业主10号新挂牌 正对小区花园,http://shanghai.anjuke.com/prop/view/A732566184,75,1室2厅,远雄徐汇园  [徐汇-斜土路 斜土路1288号],96000,75
地铁6/8/11号线 两房两卫带花园 看房有钥匙,http://shanghai.anjuke.com/prop/view/A782260286,104,2室2厅,天地苑  [浦东-三林 西营南路17弄1-69号],62500,104
区重点六师附小，学区名额未用，两房朝南，底楼送20平方双天井,http://shanghai.anjuke.com/prop/view/A768564379,61,2室1厅,泾东小区(浦东)  [浦东-洋泾 博山路51弄39-61号],67334,61
"昌七小区,小三房,全明户型,南北通透 ,送30平天井房",http://shanghai.anjuke.com/prop/view/A769483973,94,3室2厅,昌七小区  [浦东-南码头 南码头路1675弄],53632,94
新天地 复式房型 学区房 地铁房 满五唯一 拎包入住,http://shanghai.anjuke.com/prop/view/A782070734,99,3室2厅,建德坊  [卢湾-新天地 建国东路328弄1-22号],92929,99
近地铁7号线、南北通透精装一房，婚房佳选送学区，随时看房,http://shanghai.anjuke.com/prop/view/A760843131,45,1室1厅,天池二村  [浦东-北蔡 莲园路8弄],53333,45
房东急抛，对口上师大付三  全明户型 两房朝南  租金高,http://shanghai.anjuke.com/prop/view/A773412926,60,2室1厅,三江小区  [徐汇-龙华 三江路301弄],81666,60
急售房！独栋别墅只要1150万，不信来看看！,http://shanghai.anjuke.com/prop/view/A769223568,231,5室2厅,夏州花园  [松江-九亭 沪松公路1801弄],49861,231
春雷路250弄精装两房，双楠方厅，实验学区房，进地铁3号线,http://shanghai.anjuke.com/prop/view/A782076159,74,2室1厅,春雷路250弄  [宝山-月浦 春雷路288弄],37837,74
小区中心位置，一梯两户，全明户型，采光无遮挡，配套完善，诚售,http://shanghai.anjuke.com/prop/view/A782054690,69,2室2厅,共康七村  [宝山-共康 长江西路2322号],52173,69
高区全南大2房，视野无遮挡，对口江宁，出门就是地铁，看房方便,http://shanghai.anjuke.com/prop/view/A770970158,112,2室2厅,音乐广场  [普陀-长寿路 江宁路1220弄],74553,112
祥生玖熙花苑，嘉兴市中心85万近万达广场，高铁站10分总车程,http://shanghai.anjuke.com/prop/view/A773358714,85,3室2厅,"祥生玖熙花苑(花园路)  [上海周边-嘉兴 花园路,近槜李路]",10352,85
两房通透 厨卫全明 紧靠三四七号线镇坪路地铁 产权清晰,http://shanghai.anjuke.com/prop/view/A782213639,69,2室1厅,岚皋大楼  [普陀-光新 中山北路2197号],62318,69
福美来精推：招商海廷临河独栋别墅 私人花园 私人管家700万,http://shanghai.anjuke.com/prop/view/A777477751,276,5室3厅,招商海廷北区  [奉贤-海湾旅游区 人民塘路1018弄],25334,276
