楼盘,楼盘链接,地理位置,价格|元/m2
尚格锦园,http://cq.fang.anjuke.com/loupan/253227.html,渝北 鸳鸯,8300
保利时代广场,http://cq.fang.anjuke.com/loupan/241151.html,九龙坡 杨家坪,10000
金色时代,http://cq.fang.anjuke.com/loupan/252276.html,巴南 龙洲湾,6500
云飞九龙香山,http://cq.fang.anjuke.com/loupan/415411.html,九龙坡 巴国城,7500
兴茂盛世国际,http://cq.fang.anjuke.com/loupan/240421.html,九龙坡 高新区,8600
金辉城江城上,http://cq.fang.anjuke.com/loupan/404036.html,南岸 南滨路,12000
保利玫瑰湾,http://tj.fang.anjuke.com/loupan/236762.html,东丽 万新街,17000
宝龙城,http://tj.fang.anjuke.com/loupan/251430.html,滨海新区 滨海旅游区,13000
时代峰景,http://tj.fang.anjuke.com/loupan/252526.html,武清 下朱庄,13000
奕聪花园,http://tj.fang.anjuke.com/loupan/237207.html,南开 水上奥体,30000
金侨新梅江壹号,http://tj.fang.anjuke.com/loupan/251672.html,河西 新梅江,44000
雲锦世家,http://tj.fang.anjuke.com/loupan/237556.html,西青 中北镇,29000
天津东方环球影城,http://tj.fang.anjuke.com/loupan/263944.html,西青 中北镇,17000
中央公馆,http://tj.fang.anjuke.com/loupan/230378.html,河西 吴家窑大街,26000
福源九方,http://tj.fang.anjuke.com/loupan/240814.html,滨海新区 汉沽,8900
天房樾梅江,http://tj.fang.anjuke.com/loupan/401087.html,河西 梅江,55000
海尔格林小镇,http://tj.fang.anjuke.com/loupan/237435.html,津南 八里台镇,13000
恒大帝景,http://tj.fang.anjuke.com/loupan/410974.html,河东 富民路,43000
维拉villa庄园,http://tj.fang.anjuke.com/loupan/236646.html,静海 静海经济开发区,8500
恒田公寓,http://tj.fang.anjuke.com/loupan/415591.html,津南 双港镇,10000
海泰渤龙湖总部经济区,http://tj.fang.anjuke.com/loupan/413386.html,滨海新区 塘沽,9400
泰安道五大院,http://tj.fang.anjuke.com/loupan/240570.html,和平 小白楼,50000
融侨中心,http://tj.fang.anjuke.com/loupan/413403.html,南开 黄河道,21500
富豪新开门,http://tj.fang.anjuke.com/loupan/389576.html,河东 新开路,42000
龙泽馨园,http://tj.fang.anjuke.com/loupan/247890.html,宁河 宁河,12000
佳兆业城市广场三期,http://sz.fang.anjuke.com/loupan/244805.html,龙岗 坂田,53000
华润深圳湾•悦府,http://sz.fang.anjuke.com/loupan/389822.html,南山 后海,150000
中萃1829,http://sz.fang.anjuke.com/loupan/414103.html,深圳周边 惠州,9500
宏发世纪城二期,http://sz.fang.anjuke.com/loupan/252367.html,宝安 石岩,45000
恒大御景半岛,http://sz.fang.anjuke.com/loupan/411901.html,深圳周边 东莞,17300
颐安都会中央2期,http://sz.fang.anjuke.com/loupan/248460.html,龙岗 大运城,54000
恒地悦山湖,http://sz.fang.anjuke.com/loupan/394508.html,龙岗 横岗,40000
幸福公寓,http://sz.fang.anjuke.com/loupan/247533.html,龙华区 龙华,53000
华业玫瑰四季二期,http://sz.fang.anjuke.com/loupan/411654.html,龙华区 民治,63000
龙城壹号,http://sz.fang.anjuke.com/loupan/406061.html,龙岗 龙岗中心城,42000
信义金御半山3期,http://sz.fang.anjuke.com/loupan/252616.html,龙岗 布吉,63000
锦龙湾畔,http://sz.fang.anjuke.com/loupan/389756.html,深圳周边 东莞,24000
塘朗城TOWN寓,http://sz.fang.anjuke.com/loupan/252989.html,南山 西丽,65000
壹方中心玖誉,http://sz.fang.anjuke.com/loupan/250738.html,宝安 宝安中心区,100000
卓越前海壹号,http://sz.fang.anjuke.com/loupan/408645.html,南山 前海,110000
信义嘉御山5期,http://sz.fang.anjuke.com/loupan/246926.html,龙岗 坂田,58500
嘉霖骏禧,http://sz.fang.anjuke.com/loupan/414181.html,深圳周边 惠州,12000
颐安麓园,http://sz.fang.anjuke.com/loupan/250011.html,龙岗 龙岗中心城,40000
怀德峰景,http://sz.fang.anjuke.com/loupan/400709.html,宝安 福永,52000
中海天钻,http://sz.fang.anjuke.com/loupan/406034.html,罗湖 东门,100000
班芙春天,http://sz.fang.anjuke.com/loupan/399963.html,深圳周边 东莞,23000
瑞泽佳园,http://sz.fang.anjuke.com/loupan/238829.html,龙岗 横岗,35000
卓越蔚蓝山,http://sz.fang.anjuke.com/loupan/400687.html,深圳周边 东莞,26000
联美新天地,http://sz.fang.anjuke.com/loupan/400739.html,龙岗 布吉,44000
华润小径湾,http://sz.fang.anjuke.com/loupan/405983.html,深圳周边 惠州,25000
星河WORLD银湖谷,http://sz.fang.anjuke.com/loupan/236871.html,龙岗 坂田,75000
大亚湾碧桂园翡翠山（...,http://sz.fang.anjuke.com/loupan/409117.html,深圳周边 惠州,15000
宝生Midtown,http://sz.fang.anjuke.com/loupan/239588.html,福田 新洲,86000
合正东部湾,http://sz.fang.anjuke.com/loupan/409362.html,深圳周边 惠州,12000
卓能雅苑,http://sz.fang.anjuke.com/loupan/237231.html,龙华区 民治,49000
星河智荟·铂寓,http://sz.fang.anjuke.com/loupan/414408.html,龙岗 横岗,40000
碧桂园park royal,http://sz.fang.anjuke.com/loupan/414770.html,深圳周边 东莞,23000
前海枫叶大厦,http://sz.fang.anjuke.com/loupan/415957.html,南山 南头,68000
金众云山栖,http://sz.fang.anjuke.com/loupan/252287.html,大鹏新区 葵涌,50000
锦上花园,http://sz.fang.anjuke.com/loupan/253173.html,龙岗 横岗,38000
龙城雅郡,http://sz.fang.anjuke.com/loupan/412230.html,深圳周边 东莞,25000
九洲玉带湾,http://sz.fang.anjuke.com/loupan/412480.html,深圳周边 惠州,14000
吉祥里,http://sz.fang.anjuke.com/loupan/410379.html,龙岗 龙岗中心城,49000
金地湖山大境,http://sz.fang.anjuke.com/loupan/251682.html,深圳周边 东莞,25000
新锦安壹号公馆,http://sz.fang.anjuke.com/loupan/400946.html,宝安 新安,95000
珠江观澜御景,http://sz.fang.anjuke.com/loupan/252294.html,深圳周边 东莞,25000
君成雍和园,http://sz.fang.anjuke.com/loupan/249457.html,宝安 西乡,63000
华盛·西荟城4期,http://sz.fang.anjuke.com/loupan/240290.html,宝安 沙井,40000
万科深南道68号,http://sz.fang.anjuke.com/loupan/389868.html,罗湖 东门,58500
深业东岭,http://sz.fang.anjuke.com/loupan/389637.html,罗湖 东门,74000
万科翡丽山,http://sz.fang.anjuke.com/loupan/409224.html,深圳周边 东莞,19000
益田假日府邸,http://sz.fang.anjuke.com/loupan/411293.html,光明新区 公明,38000
恒大御都会,http://cq.fang.anjuke.com/loupan/409285.html,渝北 新牌坊,17000
万科金色悦城城市之光,http://cq.fang.anjuke.com/loupan/413984.html,沙坪坝 凤天路,8700
巨龙江山国际,http://cq.fang.anjuke.com/loupan/247570.html,江北 海尔路,5500
花溪半岛,http://cq.fang.anjuke.com/loupan/252610.html,巴南 李家沱,5900
万科悦湾,http://cq.fang.anjuke.com/loupan/240598.html,江北 石马河,11000
国盛三千城,http://cq.fang.anjuke.com/loupan/249508.html,沙坪坝 磁器口,7500
绿地城,http://cq.fang.anjuke.com/loupan/251738.html,大渡口 九宫庙,6800
鑫泰华府,http://cq.fang.anjuke.com/loupan/400870.html,九龙坡 巴国城,6700
钓鱼台,http://cq.fang.anjuke.com/loupan/253113.html,大渡口 松青路,6500
上实海上海,http://cq.fang.anjuke.com/loupan/413944.html,北碚 城南新区,6700
金科天元道,http://cq.fang.anjuke.com/loupan/412298.html,渝北 大竹林,12000
志龙观江嶺,http://cq.fang.anjuke.com/loupan/405915.html,九龙坡 杨家坪,8600
融汇半岛江上公馆,http://cq.fang.anjuke.com/loupan/383736.html,巴南 巴滨路,7500
东原星樾,http://cq.fang.anjuke.com/loupan/252950.html,渝北 照母山,14000
奥园盘龙壹号,http://cq.fang.anjuke.com/loupan/253001.html,九龙坡 盘龙,9000
永川金科公园王府,http://cq.fang.anjuke.com/loupan/252684.html,永川 永川,4700
北大资源燕南,http://cq.fang.anjuke.com/loupan/249419.html,九龙坡 杨家坪,9200
银翔城,http://cq.fang.anjuke.com/loupan/297667.html,北碚 城北新区,3800
复地云岭处,http://cq.fang.anjuke.com/loupan/248560.html,南岸 南坪,8500
中辅小时代,http://cq.fang.anjuke.com/loupan/416035.html,九龙坡 石桥铺,9300
鲁能南渝星城,http://cq.fang.anjuke.com/loupan/389677.html,巴南 鱼洞,5800
中昂嘉御湾,http://cq.fang.anjuke.com/loupan/412095.html,沙坪坝 双碑,9300
长帆汀澜郡,http://cq.fang.anjuke.com/loupan/250975.html,九龙坡 华岩新城,6600
金隅大成时代都汇,http://cq.fang.anjuke.com/loupan/246547.html,南岸 茶园新区,8800
香林豪郡,http://cq.fang.anjuke.com/loupan/252124.html,渝北 回兴,9000
水木香山,http://cq.fang.anjuke.com/loupan/251067.html,渝北 两路空港,9200
中商两江公馆,http://cq.fang.anjuke.com/loupan/297532.html,江北 铁山坪,5000
红人馆,http://cq.fang.anjuke.com/loupan/414898.html,沙坪坝 三峡广场,10500
万友四季缤纷,http://cq.fang.anjuke.com/loupan/400604.html,巴南 龙洲湾,6600
东银广场,http://gz.fang.anjuke.com/loupan/239419.html,海珠 东晓,28338
臻品云山,http://gz.fang.anjuke.com/loupan/239484.html,白云 白云大道,25052
君汇上品,http://gz.fang.anjuke.com/loupan/239478.html,海珠 广州大道南,30280
博学公馆,http://gz.fang.anjuke.com/loupan/239382.html,番禺 市桥,14126
理想青年荟,http://gz.fang.anjuke.com/loupan/239474.html,天河 天河公园,41666
丰景阁,http://gz.fang.anjuke.com/loupan/239270.html,从化 江埔街,7669
芙蓉半岛,http://gz.fang.anjuke.com/loupan/239099.html,花都 狮岭,11360
兴普紫园国际,http://gz.fang.anjuke.com/loupan/248204.html,黄埔 科学城,8500
云岭雅筑,http://gz.fang.anjuke.com/loupan/239360.html,白云 白云大道,30799
印象琶洲公寓,http://gz.fang.anjuke.com/loupan/239444.html,海珠 赤岗,21633
滨江瑞城,http://gz.fang.anjuke.com/loupan/238892.html,海珠 东晓,24736
越秀城建珠江新城D8-...,http://gz.fang.anjuke.com/loupan/245236.html,天河 珠江新城,17441
府前铭泰,http://gz.fang.anjuke.com/loupan/250319.html,越秀 北京路,28118
中洲流水人家,http://gz.fang.anjuke.com/loupan/239374.html,黄埔 其他,10731
东山印象台,http://gz.fang.anjuke.com/loupan/250589.html,越秀 北京路,40525
丽柏国际公寓,http://gz.fang.anjuke.com/loupan/240522.html,天河 其他,29928
橡树园,http://gz.fang.anjuke.com/loupan/245231.html,天河 其他,23076
南沙城项目,http://gz.fang.anjuke.com/loupan/245245.html,南沙 蕉门河,10454
骏豪阳光花园,http://gz.fang.anjuke.com/loupan/239297.html,花都 狮岭,10782
雅居乐开发区地王项目,http://gz.fang.anjuke.com/loupan/245263.html,黄埔 其他,16727
富景天下,http://gz.fang.anjuke.com/loupan/249430.html,广州周边 清远,5566
骏逸湖畔花苑,http://gz.fang.anjuke.com/loupan/250416.html,从化 太平镇,3496
众安景海湾,http://hz.fang.anjuke.com/loupan/238431.html,萧山 钱江世纪城,9200
开元名郡,http://hz.fang.anjuke.com/loupan/250938.html,萧山 萧山新城,13000
永宏叠家,http://hz.fang.anjuke.com/loupan/252169.html,萧山 江东新城,8200
广汇栖水珑庭,http://hz.fang.anjuke.com/loupan/245798.html,余杭 塘栖,5180
绿城蓝庭,http://hz.fang.anjuke.com/loupan/238348.html,余杭 临平,9500
绿都四季华庭,http://hz.fang.anjuke.com/loupan/240976.html,萧山 南部卧城,13463
钱塘玫瑰湾,http://hz.fang.anjuke.com/loupan/251943.html,滨江 浦沿,24000
庭院深深,http://hz.fang.anjuke.com/loupan/239098.html,余杭 闲林,6734
中新御景湾,http://hz.fang.anjuke.com/loupan/238641.html,萧山 萧山新城,10800
坚果2.0,http://hz.fang.anjuke.com/loupan/238391.html,西湖 三墩,4812
龙湖旭辉春江悦茗,http://hz.fang.anjuke.com/loupan/256974.html,萧山 钱江世纪城,23000
百富联合国际奥体之星,http://hz.fang.anjuke.com/loupan/298146.html,萧山 钱江世纪城,8000
伟邦江南名都,http://hz.fang.anjuke.com/loupan/250540.html,杭州周边 桐庐,3980
复地连城国际,http://hz.fang.anjuke.com/loupan/238919.html,余杭 乔司,10000
巨都桂花城,http://hz.fang.anjuke.com/loupan/238494.html,下沙 大学城北,6264
浦园,http://hz.fang.anjuke.com/loupan/250430.html,萧山 临浦,10000
城建锦昌年华,http://hz.fang.anjuke.com/loupan/238789.html,余杭 崇贤,9300
德信泊林印象,http://hz.fang.anjuke.com/loupan/238639.html,江干 九堡,15354
野风春晓,http://hz.fang.anjuke.com/loupan/298141.html,杭州周边 富阳,6000
野风珑园,http://hz.fang.anjuke.com/loupan/240017.html,余杭 临平,8441
绿城风华苑,http://hz.fang.anjuke.com/loupan/238961.html,余杭 临平,12000
华门新西湖小镇,http://hz.fang.anjuke.com/loupan/238807.html,余杭 中泰,7000
耀翔PARTY LIFE悦尚,http://hz.fang.anjuke.com/loupan/244640.html,拱墅 桥西,15000
广大同城印象,http://hz.fang.anjuke.com/loupan/239079.html,余杭 老余杭,8880
华元蒙卡岸,http://hz.fang.anjuke.com/loupan/238469.html,余杭 闲林,12000
名门世家,http://hz.fang.anjuke.com/loupan/238551.html,萧山 南部卧城,19000
中粮大悦城天悦,http://hz.fang.anjuke.com/loupan/319156.html,拱墅 市中心,32000
融信蓝孔雀,http://hz.fang.anjuke.com/loupan/251336.html,拱墅 申花,26000
瑞金华翠嘉苑,http://hz.fang.anjuke.com/loupan/238817.html,余杭 星桥,8928
青山湖81号,http://hz.fang.anjuke.com/loupan/245353.html,杭州周边 临安,10048
嘉信九悦印象,http://hz.fang.anjuke.com/loupan/245342.html,余杭 临平,8734
和达东东城,http://hz.fang.anjuke.com/loupan/238599.html,下沙 沿江,8059
东和时代,http://hz.fang.anjuke.com/loupan/238914.html,滨江 中兴,15755
恒鼎博邑郡,http://hz.fang.anjuke.com/loupan/250406.html,滨江 长河,17500
东方铭楼,http://hz.fang.anjuke.com/loupan/246951.html,下沙 金沙湖,14042
保利香槟国际,http://hz.fang.anjuke.com/loupan/238727.html,西湖 申花,22872
中天西城纪,http://hz.fang.anjuke.com/loupan/240533.html,西湖 申花,19094
东吴商城,http://hz.fang.anjuke.com/loupan/238933.html,杭州周边 富阳,7216
金瑞城市风景,http://hz.fang.anjuke.com/loupan/246234.html,拱墅 桥西,21963
江盛江南岸,http://hz.fang.anjuke.com/loupan/251933.html,萧山 江东新城,6500
嘉里桦枫居,http://hz.fang.anjuke.com/loupan/238676.html,下城 华丰,15000
府尚别墅,http://hz.fang.anjuke.com/loupan/238638.html,萧山 闻堰,40000
丁香花园,http://hz.fang.anjuke.com/loupan/239268.html,杭州周边 富阳,32238
嘉凯城名城公馆,http://hz.fang.anjuke.com/loupan/238755.html,拱墅 桥西,42000
朗诗未来街区,http://hz.fang.anjuke.com/loupan/248253.html,余杭 临平,9429
光耀蹓跶公寓,http://hz.fang.anjuke.com/loupan/240228.html,萧山 闻堰,10000
绿城财通中心,http://hz.fang.anjuke.com/loupan/240520.html,下沙 金沙湖,11094
赞成良著,http://hz.fang.anjuke.com/loupan/238912.html,余杭 良渚,14540
顺发美哉美城,http://hz.fang.anjuke.com/loupan/389591.html,萧山 钱江世纪城,40000
贝利栖溪望府,http://hz.fang.anjuke.com/loupan/245926.html,余杭 塘栖,6000
信达柳郡,http://hz.fang.anjuke.com/loupan/238497.html,余杭 瓶窑,9000
大家运河之星,http://hz.fang.anjuke.com/loupan/251366.html,拱墅 申花,13000
天都城天漾,http://hz.fang.anjuke.com/loupan/415538.html,余杭 临平,12000
德信早安,http://hz.fang.anjuke.com/loupan/251901.html,余杭 中泰,12000
铂金名筑,http://hz.fang.anjuke.com/loupan/240903.html,滨江 长河,30000
东方一品,http://hz.fang.anjuke.com/loupan/238467.html,萧山 萧山新城,16433
香格名苑,http://hz.fang.anjuke.com/loupan/298102.html,萧山 临浦,7700
大业江东府,http://hz.fang.anjuke.com/loupan/400910.html,萧山 江东新城,5300
保利霞飞郡,http://hz.fang.anjuke.com/loupan/244564.html,萧山 钱江世纪城,12000
野风秋雅,http://hz.fang.anjuke.com/loupan/400845.html,杭州周边 富阳,7000
蓝江四季晶品,http://hz.fang.anjuke.com/loupan/239001.html,余杭 临平,5318
GDC金地德圣中心,http://hz.fang.anjuke.com/loupan/252033.html,萧山 萧山老城,13000
波士顿公寓,http://hz.fang.anjuke.com/loupan/298203.html,余杭 星桥,6700
越秀星汇悦城,http://hz.fang.anjuke.com/loupan/252163.html,余杭 勾庄,17500
顺发富春峰景,http://hz.fang.anjuke.com/loupan/298134.html,杭州周边 桐庐,13000
江湾绿苑,http://hz.fang.anjuke.com/loupan/244326.html,萧山 瓜沥,4719
广厦天都城蓝调公寓,http://hz.fang.anjuke.com/loupan/247548.html,余杭 星桥,7000
上亿SOHO,http://hz.fang.anjuke.com/loupan/251866.html,余杭 三墩,6800
融创富春壹号院,http://hz.fang.anjuke.com/loupan/298193.html,杭州周边 富阳,12000
赞成香颂,http://hz.fang.anjuke.com/loupan/238434.html,余杭 临平,8973
金陵雅颂居,http://nj.fang.anjuke.com/loupan/383159.html,秦淮 城中,47000
融侨观邸,http://nj.fang.anjuke.com/loupan/241426.html,浦口 江北,25600
中南山锦花城,http://nj.fang.anjuke.com/loupan/410254.html,江宁 江宁,28000
汤山鎏园,http://nj.fang.anjuke.com/loupan/400962.html,南京周边 句容,12200
印象华庭,http://nj.fang.anjuke.com/loupan/416228.html,浦口 江北,26000
远洋国际中心,http://nj.fang.anjuke.com/loupan/247896.html,白下 城中,27000
四季金辉,http://nj.fang.anjuke.com/loupan/251542.html,南京周边 句容,13500
冠城大通蓝郡,http://nj.fang.anjuke.com/loupan/241347.html,六合 江北,13480
苏宁紫金嘉悦,http://nj.fang.anjuke.com/loupan/400770.html,玄武 城东,19000
葛洲坝招商紫郡蘭园,http://nj.fang.anjuke.com/loupan/414436.html,鼓楼 城中,36900
双富嘉园,http://nj.fang.anjuke.com/loupan/241300.html,高淳 高淳,4200
润鑫公园壹号,http://bj.fang.anjuke.com/loupan/250792.html,永清 永清,16000
万柳书院,http://bj.fang.anjuke.com/loupan/250200.html,海淀 万柳,160000
